Epoch,gpu_mem,box,obj,cls,total,targets,img_size,precision,recall,mAP@.5,mAP@.5:.95,val box,val obj,val cls
167,1.65G,0.0287,0.02248,0.002374,0.05356,105,416,0.8481,0.8364,0.8384,0.4706,0.03909,0.01444,0.0002731
168,1.65G,0.02844,0.02293,0.002721,0.05409,100,416,0.8461,0.8463,0.8439,0.4734,0.03867,0.01436,0.0005292
169,1.65G,0.02906,0.02286,0.002171,0.05409,106,416,0.904,0.8962,0.9192,0.4763,0.04072,0.01565,0.0004185
170,1.65G,0.02786,0.02273,0.002185,0.05278,106,416,0.891,0.8075,0.8699,0.4758,0.04002,0.0152,0.0006009
171,1.65G,0.02835,0.02305,0.002659,0.05406,103,416,0.9355,0.8379,0.8983,0.4582,0.03933,0.01451,0.0005171
172,1.65G,0.02862,0.02279,0.002468,0.05388,79,416,0.8759,0.8133,0.835,0.4336,0.03944,0.01572,0.0004977
173,1.65G,0.02827,0.02277,0.002273,0.05331,89,416,0.8649,0.8775,0.8934,0.4677,0.04023,0.0144,0.0004815
174,1.65G,0.02756,0.02245,0.00212,0.05213,94,416,0.8733,0.9037,0.9119,0.49,0.03839,0.01468,0.0004929
175,1.65G,0.02775,0.022,0.002511,0.05226,102,416,0.8199,0.8462,0.8297,0.4718,0.03916,0.01499,0.0004837
176,1.65G,0.02789,0.02304,0.00233,0.05325,90,416,0.8304,0.8712,0.8636,0.4711,0.0394,0.01483,0.0002248
177,1.65G,0.02834,0.02272,0.002361,0.05342,77,416,0.9435,0.8212,0.881,0.4847,0.03887,0.01453,0.0003713
178,1.65G,0.02782,0.02281,0.002433,0.05306,77,416,0.9406,0.774,0.8804,0.4695,0.03885,0.01503,0.0005261
179,1.65G,0.02786,0.02292,0.001948,0.05273,85,416,0.8806,0.8308,0.8775,0.4602,0.04022,0.01582,0.0003313
180,1.65G,0.02834,0.0228,0.002191,0.05333,83,416,0.9066,0.8231,0.8909,0.4514,0.04147,0.01532,0.001263
181,1.65G,0.02762,0.02279,0.00191,0.05233,72,416,0.9146,0.8212,0.8798,0.4601,0.03983,0.015,0.001308
182,1.65G,0.02811,0.02251,0.002529,0.05315,96,416,0.8736,0.8635,0.8574,0.4694,0.03781,0.01442,0.001155
183,1.65G,0.02762,0.02295,0.002607,0.05318,86,416,0.8745,0.8135,0.8295,0.4586,0.04005,0.01576,0.001536
184,1.65G,0.02772,0.02216,0.002711,0.05259,94,416,0.8608,0.8538,0.8746,0.4575,0.03816,0.01491,0.001856
185,1.65G,0.02761,0.02284,0.002706,0.05316,97,416,0.8639,0.8443,0.8588,0.4882,0.03717,0.01493,0.0009909
186,1.65G,0.02767,0.02256,0.001946,0.05218,103,416,0.844,0.7999,0.8276,0.4881,0.0404,0.01443,0.0004745
187,1.65G,0.02802,0.02271,0.002241,0.05297,84,416,0.8266,0.8288,0.8651,0.4813,0.03894,0.0153,0.001067
188,1.65G,0.02754,0.02129,0.002331,0.05116,98,416,0.9473,0.7735,0.8702,0.4819,0.03875,0.01523,0.0006513
189,1.65G,0.02775,0.02274,0.002578,0.05307,92,416,0.8155,0.7843,0.8192,0.4216,0.04038,0.01679,0.0005658
190,1.65G,0.02759,0.02229,0.002302,0.05218,82,416,0.886,0.8384,0.8748,0.4472,0.03966,0.01535,0.001065
191,1.65G,0.02771,0.0222,0.002185,0.0521,92,416,0.8362,0.8009,0.835,0.4657,0.04001,0.01596,0.001613
192,1.65G,0.0275,0.02245,0.002338,0.05229,65,416,0.8776,0.8038,0.847,0.4807,0.03892,0.0157,0.0004581
193,1.65G,0.02766,0.02238,0.002114,0.05216,90,416,0.9126,0.7917,0.8653,0.4807,0.03878,0.01514,0.0007698
194,1.65G,0.02721,0.02219,0.002105,0.0515,91,416,0.8002,0.9115,0.877,0.4898,0.0376,0.01543,0.002038
195,1.65G,0.02742,0.0227,0.001698,0.05182,92,416,0.8166,0.7853,0.8168,0.4554,0.04105,0.01619,0.0006431
196,1.65G,0.02757,0.02305,0.00205,0.05267,98,416,0.8494,0.7382,0.7852,0.4317,0.04142,0.01614,0.001559
197,1.65G,0.02717,0.0221,0.002059,0.05133,101,416,0.8824,0.8058,0.873,0.4841,0.03978,0.01477,0.001182
198,1.65G,0.02731,0.02238,0.002394,0.05209,88,416,0.8562,0.7712,0.8473,0.4386,0.04004,0.01576,0.001006
199,1.65G,0.02734,0.02197,0.001823,0.05114,92,416,0.8379,0.8462,0.8659,0.4604,0.03905,0.01543,0.0004642
200,1.65G,0.02731,0.02184,0.001828,0.05097,84,416,0.8508,0.8711,0.8806,0.4741,0.03973,0.01517,0.0003831
201,1.65G,0.02694,0.02169,0.001556,0.05019,96,416,0.9216,0.8212,0.8885,0.4873,0.03956,0.01486,0.0008068
202,1.65G,0.02682,0.02233,0.001816,0.05096,97,416,0.8387,0.8425,0.8519,0.4758,0.04171,0.01555,0.00137
203,1.65G,0.02678,0.02249,0.002479,0.05175,74,416,0.8387,0.8538,0.8658,0.4679,0.03913,0.01506,0.001154
204,1.65G,0.0269,0.02173,0.001824,0.05046,80,416,0.8842,0.8288,0.8632,0.4715,0.0387,0.01469,0.002515
205,1.65G,0.02723,0.02208,0.002201,0.05151,102,416,0.82,0.8538,0.8403,0.4833,0.0385,0.01438,0.001615
206,1.65G,0.02712,0.02192,0.002054,0.05109,86,416,0.8073,0.8515,0.8303,0.4443,0.04049,0.01566,0.001571
207,1.65G,0.02687,0.02247,0.001795,0.05114,95,416,0.8687,0.8711,0.8709,0.467,0.04126,0.01505,0.0009167
208,1.65G,0.02695,0.02125,0.002205,0.0504,68,416,0.8546,0.8712,0.848,0.4671,0.0427,0.0155,0.001332
209,1.65G,0.02671,0.02102,0.002069,0.0498,93,416,0.8921,0.9038,0.8924,0.4941,0.03953,0.01449,0.0004972
210,1.65G,0.0266,0.02146,0.001803,0.04986,78,416,0.8763,0.8635,0.8798,0.4867,0.04003,0.01504,0.000945
211,1.65G,0.02675,0.02188,0.001754,0.05038,92,416,0.8662,0.8709,0.8546,0.4841,0.03968,0.01474,0.001108
212,1.65G,0.02677,0.0223,0.00165,0.05072,75,416,0.8256,0.8384,0.8247,0.4676,0.04139,0.01538,0.0005802
213,1.65G,0.02621,0.02189,0.001665,0.04977,75,416,0.8562,0.8441,0.8389,0.5096,0.03993,0.01459,0.0003981
214,1.65G,0.02615,0.02119,0.001576,0.04892,86,416,0.8216,0.8211,0.7868,0.4814,0.03971,0.01501,0.000818
215,1.65G,0.02617,0.02165,0.001545,0.04936,106,416,0.799,0.8365,0.8149,0.4685,0.04006,0.01535,0.0004461
216,1.65G,0.02683,0.02213,0.001992,0.05095,105,416,0.8103,0.8362,0.8514,0.459,0.03916,0.01535,0.0003071
217,1.65G,0.02627,0.0218,0.00176,0.04983,124,416,0.838,0.8549,0.8274,0.4668,0.04008,0.01486,0.0003245
218,1.65G,0.02686,0.0218,0.002219,0.05089,90,416,0.8092,0.8115,0.8175,0.4809,0.04021,0.01503,0.000626
219,1.65G,0.02626,0.02177,0.001784,0.04981,86,416,0.8245,0.821,0.827,0.4595,0.03936,0.01532,0.0003391
220,1.65G,0.02632,0.02194,0.001758,0.05002,86,416,0.8274,0.8151,0.8364,0.4808,0.03841,0.01438,0.0008277
221,1.65G,0.02608,0.02167,0.001953,0.0497,71,416,0.8336,0.823,0.8533,0.4721,0.03968,0.01494,0.0006259
222,1.65G,0.02613,0.02115,0.001369,0.04865,85,416,0.7965,0.8462,0.7983,0.4712,0.04016,0.01526,0.001017
223,1.65G,0.02593,0.02188,0.001636,0.04944,115,416,0.8182,0.8615,0.8225,0.4847,0.03846,0.01511,0.0005154
224,1.65G,0.02592,0.02193,0.001481,0.04933,89,416,0.8662,0.7787,0.8272,0.4602,0.04009,0.01534,0.0004883
225,1.65G,0.02581,0.02119,0.002361,0.04935,91,416,0.8545,0.8288,0.8385,0.4492,0.04107,0.0159,0.0003254
226,1.65G,0.02637,0.02139,0.001776,0.04953,111,416,0.8298,0.8212,0.8655,0.4797,0.03954,0.01604,0.0005675
227,1.65G,0.02586,0.02103,0.00182,0.04871,78,416,0.8367,0.8135,0.8439,0.4804,0.0399,0.01559,0.0003669
228,1.65G,0.02655,0.02179,0.001918,0.05025,96,416,0.8048,0.9038,0.8378,0.4691,0.03866,0.01612,0.0008288
229,1.65G,0.0262,0.02112,0.001721,0.04904,85,416,0.8526,0.8863,0.8711,0.4969,0.0374,0.01471,0.00102
230,1.65G,0.02626,0.02142,0.001909,0.04959,82,416,0.8463,0.9192,0.8842,0.4974,0.03708,0.01467,0.0008061
231,1.65G,0.026,0.02121,0.001963,0.04917,98,416,0.8346,0.8288,0.8362,0.4932,0.03907,0.01518,0.0007906
232,1.65G,0.02607,0.02141,0.001927,0.04941,93,416,0.8293,0.8615,0.8385,0.5089,0.03897,0.01467,0.000409
233,1.65G,0.02589,0.02107,0.001358,0.04831,97,416,0.8816,0.8537,0.8518,0.4879,0.03981,0.0152,0.000311
234,1.65G,0.0258,0.02169,0.00179,0.04929,104,416,0.8406,0.8211,0.8268,0.4835,0.03983,0.0153,0.0003391
235,1.65G,0.02551,0.02053,0.001744,0.04778,86,416,0.8639,0.8308,0.8454,0.4751,0.03944,0.01531,0.0003457
236,1.65G,0.02547,0.02087,0.001776,0.04812,78,416,0.8714,0.8614,0.8551,0.4816,0.03838,0.01503,0.0003648
237,1.65G,0.0259,0.02069,0.001557,0.04815,86,416,0.7839,0.8538,0.8231,0.472,0.04013,0.01615,0.0007777
238,1.65G,0.02592,0.02113,0.001638,0.04869,106,416,0.8208,0.7885,0.8063,0.4686,0.03867,0.01515,0.000827
239,1.65G,0.02561,0.02145,0.001497,0.04856,84,416,0.8573,0.9038,0.8757,0.4841,0.03829,0.01499,0.0003105
240,1.65G,0.02582,0.02133,0.001949,0.04909,79,416,0.8516,0.8787,0.8694,0.4787,0.03845,0.01595,0.0005341
241,1.65G,0.02577,0.02145,0.001824,0.04905,93,416,0.8224,0.8962,0.8583,0.4918,0.03892,0.01575,0.0002584
242,1.65G,0.02543,0.02122,0.001641,0.04829,100,416,0.7691,0.8288,0.8012,0.4723,0.04007,0.01574,0.0002878
243,1.65G,0.02544,0.02087,0.001882,0.04819,67,416,0.8708,0.8289,0.8658,0.5064,0.03912,0.01574,0.0004336
244,1.65G,0.02523,0.02112,0.00156,0.04791,104,416,0.8254,0.8308,0.817,0.4915,0.04134,0.01564,0.0004674
245,1.65G,0.02536,0.02128,0.001979,0.04862,102,416,0.8546,0.8788,0.8591,0.5094,0.0403,0.01515,0.0007599
246,1.65G,0.02528,0.02154,0.001593,0.04841,79,416,0.8451,0.8788,0.876,0.495,0.04055,0.01533,0.0004082
247,1.65G,0.0254,0.0204,0.001806,0.0476,95,416,0.8494,0.8211,0.8467,0.4821,0.03972,0.01611,0.0003943
248,1.65G,0.02559,0.02035,0.001665,0.0476,85,416,0.7933,0.8151,0.8126,0.4905,0.03944,0.01585,0.0003917
249,1.65G,0.02498,0.02101,0.001513,0.0475,72,416,0.789,0.8941,0.8664,0.489,0.03815,0.01547,0.0004124
250,1.65G,0.02539,0.02132,0.001723,0.04843,118,416,0.8282,0.8381,0.8338,0.4819,0.03914,0.01571,0.0005112
251,1.65G,0.02493,0.02053,0.001598,0.04706,89,416,0.8117,0.8285,0.8316,0.4889,0.03878,0.01594,0.0002956
252,1.65G,0.02547,0.02085,0.001427,0.04775,96,416,0.8239,0.8941,0.8409,0.4844,0.03905,0.01588,0.0003956
253,1.65G,0.02556,0.02093,0.00141,0.0479,84,416,0.8226,0.8308,0.8238,0.4808,0.0403,0.01589,0.0004102
254,1.65G,0.02536,0.02103,0.00147,0.04786,87,416,0.812,0.8712,0.8237,0.5089,0.03816,0.01539,0.0002453
255,1.65G,0.02499,0.02066,0.001598,0.04725,94,416,0.824,0.8634,0.8137,0.487,0.03954,0.01545,0.0002174
256,1.65G,0.02499,0.02122,0.00146,0.04766,70,416,0.8837,0.8635,0.8781,0.4934,0.0401,0.0149,0.000321
257,1.65G,0.025,0.02073,0.001416,0.04714,105,416,0.8677,0.8461,0.8591,0.486,0.03932,0.0154,0.0002592
258,1.65G,0.02447,0.02048,0.001206,0.04616,84,416,0.797,0.871,0.8468,0.4864,0.03935,0.01616,0.0002556
259,1.65G,0.02478,0.02058,0.001585,0.04694,84,416,0.8553,0.8058,0.8433,0.4733,0.03996,0.01582,0.0003223
260,1.65G,0.02513,0.02074,0.001429,0.0473,112,416,0.8131,0.8288,0.819,0.4933,0.03964,0.01489,0.0004813
261,1.65G,0.02501,0.02099,0.001549,0.04755,111,416,0.8096,0.8385,0.8484,0.4679,0.03996,0.01499,0.0009079
262,1.65G,0.02499,0.02039,0.001689,0.04707,92,416,0.8021,0.8308,0.8247,0.47,0.0409,0.01619,0.0003398
263,1.65G,0.0248,0.0207,0.001843,0.04733,95,416,0.7617,0.8558,0.8146,0.483,0.03796,0.01623,0.0004113
264,1.65G,0.025,0.02058,0.001917,0.04749,100,416,0.7942,0.8096,0.8244,0.4747,0.03712,0.01629,0.000649
265,1.65G,0.02431,0.0201,0.001484,0.0459,67,416,0.8244,0.7879,0.8253,0.4737,0.03941,0.01638,0.0006456
266,1.65G,0.02463,0.02074,0.001929,0.0473,101,416,0.8414,0.8308,0.8519,0.4939,0.03979,0.01583,0.0007144
267,1.65G,0.02463,0.0206,0.001528,0.04676,99,416,0.8024,0.8558,0.8362,0.4861,0.04043,0.01595,0.0008508
268,1.65G,0.02449,0.02017,0.00155,0.04621,83,416,0.8305,0.8634,0.8807,0.5134,0.03911,0.01518,0.0004131
269,1.65G,0.02498,0.02092,0.00146,0.04736,121,416,0.8206,0.8462,0.8505,0.5049,0.03878,0.01556,0.0005495
270,1.65G,0.02431,0.02062,0.001212,0.04614,104,416,0.7793,0.8138,0.8045,0.4861,0.03895,0.01502,0.000488
271,1.65G,0.02436,0.02011,0.001345,0.04582,84,416,0.7517,0.8384,0.7916,0.4753,0.04042,0.01514,0.0004786
272,1.65G,0.02452,0.02116,0.001865,0.04754,108,416,0.7855,0.8135,0.8024,0.4834,0.03939,0.01584,0.0005582
273,1.65G,0.02431,0.01992,0.001453,0.04569,81,416,0.7989,0.8557,0.8231,0.49,0.04033,0.0161,0.0002978
274,1.65G,0.02459,0.02019,0.001403,0.04619,102,416,0.7861,0.8127,0.7751,0.4834,0.0394,0.01544,0.0004081
275,1.65G,0.0244,0.01968,0.001253,0.04534,86,416,0.7869,0.8384,0.8021,0.4713,0.0414,0.01585,0.0003819
276,1.65G,0.02453,0.02028,0.001426,0.04623,96,416,0.8073,0.8712,0.8431,0.5022,0.04048,0.01546,0.000332
277,1.65G,0.02373,0.0201,0.001206,0.04504,106,416,0.8184,0.8022,0.8342,0.4938,0.04004,0.0157,0.0003126
278,1.65G,0.02449,0.02063,0.001439,0.04655,81,416,0.8012,0.8961,0.8594,0.4858,0.0405,0.01595,0.0002819
279,1.65G,0.02477,0.02058,0.001366,0.04672,95,416,0.8431,0.8461,0.8727,0.4946,0.03999,0.01549,0.0002798
280,1.65G,0.02444,0.01996,0.001665,0.04606,120,416,0.853,0.845,0.8495,0.4784,0.03906,0.01485,0.0003903
281,1.65G,0.02394,0.01981,0.001987,0.04574,83,416,0.7544,0.8383,0.7933,0.4814,0.04042,0.01533,0.0003656
282,1.65G,0.02382,0.02011,0.001232,0.04516,84,416,0.7812,0.8633,0.8212,0.466,0.04038,0.01558,0.0003633
283,1.65G,0.02455,0.02079,0.001332,0.04667,107,416,0.801,0.8618,0.826,0.5017,0.04004,0.01518,0.0003703
284,1.65G,0.02407,0.02017,0.001388,0.04563,107,416,0.8462,0.9135,0.8807,0.4901,0.0413,0.01564,0.000321
285,1.65G,0.02422,0.02022,0.00145,0.0459,85,416,0.8982,0.8728,0.8862,0.5046,0.04083,0.0153,0.00024
286,1.65G,0.02384,0.01978,0.001291,0.04492,83,416,0.8495,0.8711,0.8525,0.4827,0.03956,0.01564,0.0001784
287,1.65G,0.02381,0.01917,0.001252,0.04423,84,416,0.8608,0.9363,0.8868,0.4938,0.03801,0.01559,0.0002118
288,1.65G,0.0238,0.01977,0.00122,0.04479,90,416,0.8511,0.9037,0.8543,0.4895,0.039,0.01582,0.0002369
289,1.65G,0.0237,0.01966,0.001318,0.04468,80,416,0.8225,0.8708,0.8182,0.4738,0.03933,0.01574,0.0002273
290,1.65G,0.02397,0.02002,0.001486,0.04548,82,416,0.836,0.8308,0.8068,0.4762,0.04042,0.01608,0.0002338
291,1.65G,0.02416,0.02029,0.00131,0.04576,107,416,0.8218,0.8308,0.7937,0.4802,0.04067,0.01588,0.0002941
292,1.65G,0.02351,0.01968,0.001107,0.0443,72,416,0.8584,0.871,0.8332,0.4781,0.03953,0.01632,0.0004492
293,1.65G,0.02318,0.02001,0.00134,0.04453,108,416,0.8523,0.8712,0.8529,0.4833,0.04013,0.01606,0.0005305
294,1.65G,0.02342,0.01977,0.001497,0.04469,80,416,0.8251,0.9115,0.8633,0.5044,0.03925,0.01528,0.0003147
295,1.65G,0.02387,0.01965,0.001551,0.04506,84,416,0.7711,0.8633,0.8315,0.5023,0.0397,0.01557,0.0002699
296,1.65G,0.02412,0.02043,0.001494,0.04604,98,416,0.7929,0.8384,0.7975,0.4773,0.04073,0.01588,0.0002383
297,1.65G,0.02402,0.01962,0.001387,0.04503,86,416,0.7955,0.8807,0.8101,0.4617,0.04094,0.01635,0.0003243
298,1.65G,0.02341,0.01972,0.001261,0.04439,68,416,0.7886,0.8635,0.8063,0.4703,0.03985,0.0161,0.0001947
299,1.65G,0.02375,0.01964,0.001265,0.04466,70,416,0.8107,0.8885,0.829,0.4738,0.03935,0.01586,0.0001987
300,1.65G,0.02375,0.01954,0.001435,0.04473,71,416,0.7891,0.8635,0.8277,0.4839,0.03917,0.01668,0.0002285
301,1.65G,0.02335,0.01998,0.001457,0.04478,81,416,0.8321,0.8131,0.8144,0.4758,0.03887,0.01669,0.0002213
302,1.65G,0.02332,0.01981,0.001419,0.04454,82,416,0.7979,0.8788,0.8276,0.4927,0.03885,0.01597,0.0002308
303,1.65G,0.02351,0.01925,0.001458,0.04422,78,416,0.7704,0.8462,0.7946,0.4793,0.03797,0.01566,0.0002324
304,1.65G,0.02367,0.01933,0.001436,0.04443,86,416,0.8298,0.8863,0.8327,0.4871,0.03885,0.01556,0.000192
305,1.65G,0.02324,0.01994,0.001534,0.04472,66,416,0.8317,0.9192,0.856,0.4703,0.03906,0.01606,0.0001908
306,1.65G,0.02351,0.0197,0.001439,0.04465,104,416,0.8256,0.9038,0.8488,0.5044,0.03761,0.01562,0.0002404
307,1.65G,0.02319,0.01975,0.001222,0.04416,83,416,0.8665,0.9192,0.8625,0.5116,0.03817,0.01546,0.0003101
308,1.65G,0.02291,0.01931,0.001372,0.04359,75,416,0.8745,0.8789,0.8662,0.5029,0.0398,0.01536,0.0003213
309,1.65G,0.02305,0.01971,0.001265,0.04403,98,416,0.8363,0.8858,0.8706,0.4958,0.03945,0.01586,0.000275
310,1.65G,0.02324,0.01971,0.001197,0.04415,80,416,0.8105,0.8885,0.8579,0.4982,0.03861,0.01569,0.0003671
311,1.65G,0.02356,0.0192,0.001238,0.04401,60,416,0.8076,0.8635,0.8039,0.4848,0.04024,0.01592,0.0005
312,1.65G,0.02374,0.01979,0.001389,0.04493,90,416,0.7994,0.8626,0.809,0.472,0.04039,0.01612,0.0004233
313,1.65G,0.02305,0.01958,0.001457,0.04409,107,416,0.7733,0.8558,0.7962,0.4864,0.04003,0.01604,0.0004599
314,1.65G,0.02354,0.01936,0.001048,0.04395,86,416,0.7697,0.8558,0.7896,0.4758,0.0392,0.01606,0.0004493
315,1.65G,0.02275,0.01978,0.001114,0.04364,103,416,0.793,0.8557,0.7853,0.479,0.03989,0.01604,0.0004466
316,1.65G,0.02339,0.01933,0.001166,0.04388,92,416,0.7931,0.8681,0.8075,0.4804,0.03931,0.01622,0.0004593
317,1.65G,0.02314,0.01914,0.001699,0.04397,75,416,0.766,0.8634,0.8023,0.4773,0.03973,0.01614,0.00049
318,1.65G,0.02306,0.01962,0.001029,0.04371,93,416,0.7989,0.8665,0.8139,0.4882,0.03964,0.01565,0.0005317
319,1.65G,0.02303,0.02013,0.001008,0.04417,83,416,0.8093,0.8973,0.8099,0.4708,0.03815,0.01552,0.0007753
320,1.65G,0.02267,0.01961,0.001531,0.04382,73,416,0.8629,0.8788,0.8454,0.4894,0.03753,0.01559,0.0005031
321,1.65G,0.02314,0.01912,0.00125,0.04351,96,416,0.8502,0.9353,0.8746,0.4776,0.03776,0.01543,0.0003152
322,1.65G,0.02313,0.01947,0.001086,0.04369,93,416,0.8955,0.8885,0.8985,0.4952,0.03764,0.01558,0.0003412
323,1.65G,0.02261,0.01932,0.001533,0.04346,99,416,0.8735,0.8801,0.8737,0.4894,0.03857,0.01516,0.0005546
324,1.65G,0.02288,0.01898,0.001264,0.04312,69,416,0.8143,0.8961,0.8414,0.4749,0.03907,0.01594,0.0005183
325,1.65G,0.02283,0.01922,0.001277,0.04332,95,416,0.8832,0.8731,0.8745,0.4768,0.038,0.01583,0.0007315
326,1.65G,0.02288,0.01945,0.001306,0.04364,84,416,0.8643,0.9442,0.8889,0.4987,0.03806,0.01535,0.0004416
327,1.65G,0.02297,0.01915,0.001435,0.04356,76,416,0.8564,0.9288,0.8886,0.4968,0.03948,0.01539,0.0004543
328,1.65G,0.02283,0.01932,0.00108,0.04323,93,416,0.8685,0.8789,0.8782,0.5147,0.03796,0.01497,0.000388
329,1.65G,0.02244,0.01953,0.000864,0.04284,101,416,0.8533,0.9192,0.855,0.515,0.0372,0.01463,0.0005138
330,1.65G,0.0221,0.019,0.001543,0.04264,73,416,0.8448,0.9013,0.8523,0.505,0.03811,0.01525,0.0006257
331,1.65G,0.02293,0.01892,0.001258,0.0431,91,416,0.8197,0.8712,0.8278,0.4933,0.03918,0.01503,0.0006731
332,1.65G,0.0225,0.0188,0.001226,0.04253,87,416,0.8149,0.8642,0.8208,0.4966,0.03883,0.01516,0.0007152
333,1.65G,0.02227,0.0192,0.001016,0.04249,72,416,0.8003,0.8406,0.7832,0.4804,0.03819,0.01542,0.0008218
